,FAQ_Titles,FAQ_Desc,FAQ_Urls
65,"I’ve ordered a replacement debit card, when will it arrive?",Your replacement card should arrive within 2 working days of you reporting your card as lost or stolen. Get more info here.,https://www.barclays.co.uk/help/cards/debit-card/replacement-debit-card-arrive/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D60%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
66,I don’t know what this transaction is,There are a number of reasons why this might have happened. We’ll explain them here.,https://www.barclays.co.uk/help/payments/payment-information/unrecognised-transaction/faq/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D60%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
67,Payment methods,"Want to make contactless payments, or pay online or by cheque? With a range of ways to pay, Barclays bank accounts are easy for everyone.",https://www.barclays.co.uk/current-accounts/bank-account/payment-methods/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D60%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
68,Managing your money abroad,Tips on how to manage your money abroad – including how to keep your money safe and advice on using a mixture of cash and debit cards.,https://www.barclays.co.uk/travel/managing-money-abroad/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D60%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
69,Foreign currency,"Order foreign currency online with Barclays, and get free home delivery in the UK.",https://www.barclays.co.uk/travel/foreign-currency-exchange/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D60%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
70,Which cash machines can I use in the UK and abroad and what are the charges?,"How you can use cash machines in the UK and abroad, and how much you can withdraw.",https://www.barclays.co.uk/help/cards/using-cards/which-cash-machines-charges/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
71,How do I block payments to a certain type of retailer in my Barclays app?,Find out how to control your spending by blocking certain payments.,https://www.barclays.co.uk/help/mobile-banking/spending/merchant-control/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
72,Think you’ve been a victim?,"How to get In touch with us if you think you may have paid a scammer, or you’ve seen suspicious activity on your account.",https://www.barclays.co.uk/fraud-and-scams/reporting-scams-and-reporting-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
73,How do I make an overpayment to my mortgage?,,https://www.barclays.co.uk/help/mortgages/managing-my-mortgage-app-only/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
74,How do I make an overpayment to my mortgage?,"You can make regular or one-off overpayments online, in branch and over the phone.",https://www.barclays.co.uk/help/mortgages/repayments-rates/make-overpayments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
75,Barclays basic bank account,"Open a Barclays Basic Bank Account and get the no-frills benefits of online, branch and phone banking – with no overdraft and no monthly fees.",https://www.barclays.co.uk/current-accounts/basic-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
76,Third-party authority,A third-party authority is a temporary arrangement between you and someone you trust to access your bank accounts with us on your behalf.,https://www.barclays.co.uk/third-party-access/third-party-authority/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
77,What do I need to do if I forget my memorable word?,See how you can get a reminder of your memorable information for Barclays Online Banking here.,https://www.barclays.co.uk/help/online-banking/login/forgot-memorable-word/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
78,Child’s Bank Account – BarclayPlus,Our children's bank account is perfect for 11-15 year olds looking to save. Open an account with as little as £1 and enjoy instant access.,https://www.barclays.co.uk/current-accounts/childrens-bank-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
79,How do I close my business current account?,You can close your account by visiting us in branch or by filling out the business current account closure form and sending it to us in the post.,https://www.barclays.co.uk/help/business/accounts/how-do-I-close-a-barclays-business-current-account/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D70%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
80,When you're serving,"If you’re in the Armed Forces, our range of banking services could help to support you.",https://www.barclays.co.uk/moments/armed-forces-when-you-are-serving/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
81,Ways to do business,"Our business hours should never affect yours, so we let you bank how, where and when it suits you.",https://www.barclays.co.uk/business-banking/ways-to-bank/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
82,How do I control online and phone payments in my Barclays app?,Find out how to use your Barclays app to control online and in-store purchases.,https://www.barclays.co.uk/help/mobile-banking/spending/remote-payments/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
83,Manage your mortgage,"Check your mortgage details, make overpayments or even switch mortgage rate online or with our banking app. Learn how to manage your mortgage online.",https://www.barclays.co.uk/mortgages/existing-customer-centre/manage-online/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
84,"What to do if I’ve lost or forgotten my Smart Investor log-in details, or want to change them?","See what to do if you've lost or forgotten your Smart Investor log-in details, or you want to change them.",https://www.barclays.co.uk/help/smart-investor/my-hub/lost-smart-investor-log-in-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
85,My PINsentry card reader says: 'This card is not accepted' or 'Card is not responding'. What do I do?,There are several reasons why you card may not work. See them here.,https://www.barclays.co.uk/help/online-banking/pinsentry/card-not-accepted/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
86,"What is the ‘View card details’ feature, and how can I use this?",,https://www.barclays.co.uk/help/cards/debit-card/view-card-details/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
87,Third-party access to bank accounts,"We explain the options for getting help managing your accounts, and what to do if you’ve been appointed to help someone else.",https://www.barclays.co.uk/power-of-attorney/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
88,How much cash can I withdraw each day?,"Find out how much you can withdraw from a cash machine with your Barclays account here, and any possible charges.",https://www.barclays.co.uk/help/cards/using-cards/atm-limit/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
89,My card’s not working,"If your debit or credit card’s not working, find out why and how to fix it.",https://www.barclays.co.uk/help/cards/using-cards/card-not-working/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D80%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
90,"I’ve ordered a replacement card, do I need to do anything when it arrives?","When your replacement card arrives, it’ll be ready to use straightaway. You don’t need to activate it. See more details here.",https://www.barclays.co.uk/help/cards/debit-card/replacement-debit-card-arrival/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
91,How do I get an Online Banking membership number?,You’ll first need to be registered for Online Banking. You can find out how to do this and get your membership number here.,https://www.barclays.co.uk/help/online-banking/login/get-membership-number/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
92,What if I have a disability that makes using Chip & PIN difficult?,You may be able to request a Chip and Signature card from your issuer. You’ll find the number to call for advice on your card.,https://www.barclays.co.uk/help/cards/debit-card/disability-chip-pin/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
93,Tips for travel,"Travel help when you’re abroad. Find out what to do in every stage of your holiday, from planning before you go away to when you get back.",https://www.barclays.co.uk/travel/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
94,Contactless Mobile,"With Contactless Mobile you can pay with your Android phone, anywhere you see the contactless symbol. It's a quick, simple way to make NFC payments.",https://www.barclays.co.uk/ways-to-bank/mobile-banking-services/contactless-mobile/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
95,Which bank cards can I use in the PINsentry card reader?,See which cards you can use with PINsentry for Barclays Online Banking here.,https://www.barclays.co.uk/help/online-banking/pinsentry/reader-which-cards/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
96,I'm having trouble using my cards abroad. What can I do?,"If you're having difficulties using your Barclays card abroad, find the number here.",https://www.barclays.co.uk/help/cards/using-cards/problem-abroad/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
97,What do I do if I've been charged the wrong amount on my Barclays contactless card by Transport for London (TfL) or I've accidentally touched it on a card reader?,You should first check your Tfl account to see what you’ve been charged and then either call us or TfL. You’ll find the contact numbers here.,https://www.barclays.co.uk/help/cards/contactless/wrong-charge/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
98,Where can I find my card number when registering for Online Banking?,This is the number that runs across the front of your Barclays card.,https://www.barclays.co.uk/help/online-banking/registration/find-card-number/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
99,What are the deadlines for using my ISA or SIPP allowance for 2022-23 tax year,Tax Year End ISA & SIPP deadlines.,https://www.barclays.co.uk/help/smart-investor/investing/tax-year-end-deadlines/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D90%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
100,How to report fraud,Contact us immediately if you suspect fraudulent activity on your credit or debit card. Find the numbers you need to report fraud here.,https://www.barclays.co.uk/digisafe/reporting-fraud/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
101,Authorised users,"If you want help managing your account, you can sign someone you trust up as an additional cardholder or account supervisor.",https://www.barclays.co.uk/ways-to-bank/authorised-users/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
102,Planning your holiday,Handy info on planning for your holiday – including the latest apps to help you with everything from packing to managing your money abroad.,https://www.barclays.co.uk/travel/plan-your-holiday/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
103,What do I do if my card’s lost or stolen?,"Let us know straightaway if your card is lost or stolen. You can do this in several ways – 24 hours a day, 7 days a week.",https://www.barclays.co.uk/help/reporting-fraud/lost-stolen-card/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
104,How do I get a contactless debit card?,"If you don't have a contactless card for your Barclays account, you can call us to see if you're eligible. Get the number here.",https://www.barclays.co.uk/help/cards/contactless/how-to-get/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
105,The Barclays app,"Manage your card features, check subscriptions, set up spend alerts and receive receipts in the Barclays app",https://www.barclays.co.uk/current-accounts/debit-cards/card-management/card-features/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
106,My PINsentry card reader says 'PIN locked'. What does this mean?,This means you've typed the wrong PIN into your PINsentry 3 times. Find out how to unlock it here.,https://www.barclays.co.uk/help/online-banking/pinsentry/pin-locked/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
107,What happens if I touch in with one card and touch out with another on the same journey on the Transport for London (TfL) network?,You could be charged the maximum fare on both cards. Find out how to avoid this happening here.,https://www.barclays.co.uk/help/cards/debit-card/tfl-different-card/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
108,Where can I find my current account number when registering for Online Banking?,See a list of places that have your Barclays current account number here.,https://www.barclays.co.uk/help/online-banking/registration/find-account-number/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
109,Mortgage overpayments and underpayments,Paying more into your mortgage account than you need to can help you pay less in the long term and could set you up to make underpayments – find out how.,https://www.barclays.co.uk/mortgages/existing-customer-centre/overpayment-underpayment-explained/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D100%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
110,How do I tell you I’m going to use my card abroad?,You don’t have to any more. All we ask is that you keep your contact details up to date so that we can get in touch with you if we need to .,https://www.barclays.co.uk/help/cards/debit-card/abroad-notice/#back=%2Fcontent%2Fbarclaysuk%2Fen%2Fhelp%2Fresults.html%3Fq%3Dneed%2Bhelp%2Bwith%2Bdebit%2Bcard%26offset%3D110%26origin%3Dhelp.barclays.co.uk%26direct%3Dfalse%26spellcheck%3Dtrue
